iter	TotalF1:average=Macro	MultiClassOneVsAll
1720	0.7047095208	0.4021662488
1721	0.7046893831	0.4021595189
1722	0.7047085024	0.4021556569
1723	0.7046830727	0.4021523684
1724	0.7047085295	0.4021485063
1725	0.704718995	0.4021377997
1726	0.7046970545	0.402132064
1727	0.7046879665	0.4021301903
1728	0.7047423817	0.4021211279
1729	0.7047377946	0.4021147803
1730	0.7047294292	0.4021077828
1731	0.7047257029	0.402101397
1732	0.7047401203	0.4020949348
1733	0.7047221506	0.4020930993
1734	0.7047149607	0.4020864842
1735	0.7047280415	0.4020810926
1736	0.7047227373	0.4020766187
1737	0.7046840001	0.4020694682
1738	0.7046593359	0.4020635413
1739	0.70464061	0.402062853
1740	0.7046003151	0.4020576909
1741	0.7046062674	0.4020552436
1742	0.7046155618	0.4020526052
1743	0.7046295781	0.4020489726
1744	0.7046489634	0.4020436575
1745	0.7046431251	0.4020392219
1746	0.704642858	0.4020363158
1747	0.7046845567	0.4020311154
1748	0.7047261612	0.4020182674
1749	0.7047413011	0.40201322
1750	0.7047185012	0.4020105433
1751	0.7047293243	0.4020074078
1752	0.7047486481	0.4020007161
1753	0.7047423038	0.4019913096
1754	0.7047412281	0.4019863386
1755	0.7047228609	0.4019807558
1756	0.7047373889	0.4019754407
1757	0.7047684092	0.4019666077
1758	0.7047560468	0.4019596484
1759	0.7047715767	0.4019556717
1760	0.7047645901	0.4019524597
1761	0.704783767	0.401944812
1762	0.7048002455	0.4019343348
1763	0.7048047202	0.4019292874
1764	0.7048240241	0.4019247753
1765	0.7048297617	0.4019237046
1766	0.7048622498	0.4019165541
1767	0.7048928234	0.4019059239
1768	0.7048791875	0.4018979321
1769	0.7048694028	0.4018934201
1770	0.70490746	0.4018858871
1771	0.7049223178	0.4018805721
1772	0.7049154635	0.4018721979
1773	0.7049044184	0.4018649709
1774	0.7048809325	0.4018565203
1775	0.7049131198	0.4018532701
1776	0.7049245741	0.4018513199
1777	0.7049465093	0.4018455077
1778	0.704947358	0.4018420663
1779	0.7049191074	0.4018351452
1780	0.7049393604	0.4018312067
1781	0.7049611887	0.4018288359
1782	0.7049637259	0.4018209589
1783	0.7049699619	0.4018158732
1784	0.7049447393	0.4018131201
1785	0.7049777116	0.4018099081
1786	0.7050046746	0.4018069637
1787	0.7050314478	0.4018009604
1788	0.705013368	0.4017966777
1789	0.7050274576	0.4017879976
1790	0.7050279818	0.4017852827
1791	0.7050450131	0.4017777116
1792	0.7050345297	0.4017741172
1793	0.7050393952	0.4017627987
1794	0.7050442239	0.4017580955
1795	0.705038476	0.4017527421
1796	0.7050339798	0.401751595
1797	0.7050541637	0.4017408501
1798	0.7050709273	0.4017394735
1799	0.70507083	0.4017335084
1800	0.7050646641	0.4017275815
1801	0.7050097078	0.4017231459
1802	0.7050315211	0.401720125
1803	0.7050250337	0.4017137393
1804	0.7050502876	0.4017105273
1805	0.7050279112	0.4017038356
1806	0.7050665652	0.4016958056
1807	0.7050454609	0.4016906052
1808	0.705070601	0.4016829194
1809	0.7050514995	0.4016796691
1810	0.7050661315	0.4016738952
1811	0.7051013666	0.4016663241
1812	0.7050686072	0.4016625385
1813	0.7050755565	0.4016563057
1814	0.7050653512	0.4016531702
1815	0.705091897	0.4016472432
1816	0.7051030798	0.4016409722
1817	0.7050879684	0.4016322157
1818	0.7050734921	0.4016253328
1819	0.7050301713	0.4016201324
1820	0.7050678991	0.4016157351
1821	0.7050525803	0.4016116054
1822	0.7050446313	0.4016073992
1823	0.7050253406	0.4016035371
1824	0.7050216846	0.4016000957
1825	0.7050466998	0.401596616
1826	0.7050548707	0.4015948571
1827	0.7051391096	0.401584571
1828	0.7051535241	0.4015835004
1829	0.7051486011	0.4015758145
1830	0.7051122703	0.4015699641
1831	0.7051085439	0.4015634254
1832	0.7051265892	0.4015589897
1833	0.7051362653	0.4015542865
1834	0.7051564964	0.4015457594
1835	0.7052177691	0.4015407502
1836	0.7052321854	0.4015322996
1837	0.7052287525	0.4015264491
1838	0.7052638847	0.4015214782
1839	0.7053239058	0.4015177308
1840	0.7053040631	0.4015136776
1841	0.7053205433	0.4015033916
1842	0.7053051686	0.4015019385
1843	0.7053254547	0.4014942144
1844	0.7053155173	0.4014880581
1845	0.7053256795	0.4014829724
1846	0.7053074666	0.4014782691
1847	0.7052923307	0.4014728393
1848	0.7052765603	0.4014674478
1849	0.705296601	0.401458806
1850	0.7053507748	0.4014513878
1851	0.7053536247	0.4014435872
1852	0.7053299579	0.4014391133
1853	0.7053171144	0.4014335688
1854	0.7053057975	0.4014320775
1855	0.7053489824	0.401427336
1856	0.7053590301	0.4014258447
1857	0.7053479322	0.4014199178
1858	0.7053452538	0.4014158646
1859	0.7053503797	0.4014021753
1860	0.7053697833	0.4014008753
1861	0.7053421504	0.4013932659
1862	0.7053421033	0.4013907804
1863	0.7053657238	0.401381718
1864	0.7053552911	0.401372082
1865	0.7053549652	0.4013675316
1866	0.7053250236	0.4013629813
1867	0.7053222002	0.4013559073
1868	0.7053450864	0.4013520452
1869	0.7053742011	0.4013458889
1870	0.7053772964	0.4013387384
1871	0.7054301025	0.401334341
1872	0.7054091029	0.4013270375
1873	0.7054089144	0.4013227166
1874	0.7054143405	0.4013207665
1875	0.7053800564	0.4013075361
1876	0.7054153302	0.4013005768
1877	0.7054364789	0.4012908643
1878	0.7054533989	0.4012858933
1879	0.7054593074	0.4012777869
1880	0.7054585532	0.4012756455
1881	0.7054490523	0.4012666978
1882	0.7054242812	0.401262721
1883	0.7054340477	0.4012559147
1884	0.7054322735	0.4012481141
1885	0.7054550091	0.4012424166
1886	0.705442038	0.401237178
1887	0.7054419103	0.401232513
1888	0.7054532357	0.4012298745
1889	0.7054420329	0.4012272361
1890	0.7054714347	0.4012240241
1891	0.7054566061	0.401221921
1892	0.7054380669	0.401218862
1893	0.7054721511	0.4012154205
1894	0.7054667864	0.4012129351
1895	0.7054659538	0.4012083082
1896	0.705451479	0.4012028402
1897	0.7054657982	0.4012008136
1898	0.7054655926	0.4012004312
1899	0.7054906587	0.4011932042
1900	0.7055303751	0.4011886921
1901	0.7055357901	0.4011828799
1902	0.7055803433	0.401172288
1903	0.7055753221	0.4011691524
1904	0.7055805698	0.4011594782
1905	0.7055957357	0.4011546985
1906	0.7056134258	0.4011509894
1907	0.7055981048	0.4011468596
1908	0.7056220055	0.4011397856
1909	0.7056710402	0.4011336675
1910	0.7056876628	0.4011312585
1911	0.7057146756	0.401124758
1912	0.7057046597	0.401120743
1913	0.7057076567	0.4011151985
1914	0.7056996138	0.4011069773
1915	0.7057181335	0.4011015475
1916	0.7057134506	0.4010903055
1917	0.7057133742	0.4010876288
1918	0.7057472731	0.4010844168
1919	0.705731949	0.4010842257
1920	0.7057067684	0.401079943
1921	0.7057155941	0.4010750485
1922	0.7057068981	0.4010717983
1923	0.7056942242	0.4010675539
1924	0.7056987601	0.4010626211
1925	0.7057034659	0.4010594091
1926	0.7057150392	0.4010544764
1927	0.7056981768	0.401050232
1928	0.7057350727	0.401045567
1929	0.7057414128	0.4010423167
1930	0.7057518654	0.401035931
1931	0.7057336205	0.4010277098
1932	0.7057244543	0.4010253772
1933	0.7057206549	0.4010211328
1934	0.7057986246	0.4010134087
1935	0.7057876484	0.4010072524
1936	0.7057789696	0.4010017843
1937	0.7057936118	0.4009987253
1938	0.7057987286	0.4009927984
1939	0.7057999282	0.4009830859
1940	0.705801752	0.4009784973
1941	0.705796954	0.4009775032
1942	0.7058406761	0.4009732587
1943	0.705780063	0.4009666435
1944	0.7058070884	0.4009620932
1945	0.705830076	0.4009563575
1946	0.7058100749	0.4009517689
1947	0.7058292847	0.4009494364
1948	0.7058143989	0.4009398769
1949	0.7058223904	0.4009300497
1950	0.7057886641	0.4009269524
1951	0.705791409	0.4009238169
1952	0.7058105093	0.4009186547
1953	0.7058397962	0.4009099365
1954	0.7058398298	0.4008995739
1955	0.7058834628	0.400896209
1956	0.705883477	0.4008937617
1957	0.7058957014	0.4008900527
1958	0.7058962314	0.4008835904
1959	0.7059163673	0.4008806843
1960	0.70589688	0.4008762105
1961	0.7059119572	0.4008750633
1962	0.7059402026	0.4008702836
1963	0.7059151943	0.4008646243
1964	0.7058802166	0.4008614888
1965	0.7058760725	0.4008583915
1966	0.7058911235	0.4008574738
1967	0.7059112765	0.400855906
1968	0.7059022386	0.4008513557
1969	0.7059271718	0.4008487555
1970	0.7059176076	0.4008440522
1971	0.705924597	0.4008386607
1972	0.7059335609	0.4008331544
1973	0.705936476	0.4008289482
1974	0.705922759	0.4008283746
1975	0.7059119476	0.4008219889
1976	0.7059259877	0.400816712
1977	0.7059358702	0.4008155649
1978	0.7059409372	0.4008124676
1979	0.7059734053	0.4008052023
1980	0.7059462306	0.4007971723
1981	0.7059348419	0.4007940368
1982	0.7059438014	0.4007897159
1983	0.7059654319	0.4007831007
1984	0.705966761	0.4007762943
1985	0.7060016554	0.4007718205
1986	0.706001185	0.4007689909
1987	0.7059983965	0.4007679202
1988	0.7059852806	0.4007648612
1989	0.7060057078	0.4007620315
1990	0.7059697593	0.4007580548
1991	0.705998374	0.4007513631
1992	0.7060018559	0.4007445185
1993	0.7060045812	0.4007409624
1994	0.7060103197	0.4007395858
1995	0.7060250039	0.4007361826
1996	0.706001573	0.4007336206
1997	0.7060116392	0.4007311734
1998	0.706034873	0.4007179813
1999	0.7060634761	0.4007129338
2000	0.7060422255	0.4007070069
2001	0.7060637338	0.4006994358
2002	0.7060901076	0.4006945796
2003	0.7060861132	0.4006919029
2004	0.7060598458	0.4006870849
2005	0.7060835777	0.4006831846
2006	0.706055512	0.4006789019
2007	0.7061013929	0.400677143
2008	0.7060749142	0.4006734339
2009	0.7060819894	0.4006711778
2010	0.7060769085	0.4006681953
2011	0.7060576861	0.4006622301
2012	0.7060523315	0.4006552326
2013	0.7060970422	0.400650491
2014	0.7061265429	0.4006407403
2015	0.7061337255	0.4006379107
2016	0.7061291282	0.4006316779
2017	0.7061777969	0.4006264775
2018	0.706174267	0.4006181034
2019	0.706233973	0.4006098057
2020	0.7062075262	0.4006028846
2021	0.7061920956	0.4005995579
2022	0.7061802407	0.4005982196
2023	0.7061952012	0.4005934781
2024	0.7062204484	0.4005821596
2025	0.7062403279	0.400577571
2026	0.7062213324	0.4005760797
2027	0.7062114265	0.4005724089
2028	0.7062137259	0.4005607462
2029	0.7062221726	0.4005556988
2030	0.7062067688	0.4005481659
2031	0.7062200091	0.4005412448
2032	0.706262196	0.4005356238
2033	0.7062715521	0.400533406
2034	0.7062662847	0.4005264084
2035	0.7062754967	0.4005204051
2036	0.7063156152	0.4005164665
2037	0.7062651472	0.40050706
2038	0.706298436	0.4005037333
2039	0.7062833398	0.4005004448
2040	0.7062877605	0.4004958562
2041	0.7063150142	0.4004867556
2042	0.7063111306	0.4004836965
2043	0.7063145141	0.4004798345
2044	0.7063003598	0.4004750547
2045	0.7062809341	0.4004714603
2046	0.7062909779	0.4004655334
2047	0.7062987712	0.4004638509
2048	0.7063534911	0.4004562798
2049	0.7063532082	0.4004506588
2050	0.7063508279	0.400446032
2051	0.7063694631	0.4004416346
2052	0.7063663923	0.40043544
2053	0.7063905101	0.4004326104
2054	0.7063524723	0.4004256893
2055	0.7063556056	0.4004188065
2056	0.7063894291	0.4004136443
2057	0.7064034839	0.4004088263
2058	0.7064157576	0.4004047349
2059	0.706400824	0.4003976226
2060	0.7064037322	0.4003916957
2061	0.7064034235	0.4003858835
2062	0.7064133583	0.4003837039
2063	0.7064474094	0.4003807596
2064	0.7064183385	0.4003775858
2065	0.7063694201	0.4003728825
2066	0.7064045361	0.4003708941
2067	0.7064275353	0.4003648525
2068	0.7064373206	0.4003607228
2069	0.7064347632	0.400357855
2070	0.7064495789	0.4003559048
2071	0.7064585905	0.400350475
2072	0.7064872945	0.4003464218
2073	0.7064619059	0.4003426362
2074	0.7064866897	0.4003362504
2075	0.7064944232	0.4003263468
2076	0.7064966688	0.4003191198
2077	0.7064882711	0.4003130017
2078	0.7064941193	0.4003117781
2079	0.7064972715	0.4003074189
2080	0.7065177341	0.400304054
2081	0.7065227681	0.4003008802
2082	0.70652919	0.40029763
2083	0.7065224716	0.4002951063
2084	0.7065377593	0.4002907089
2085	0.7065360235	0.400286388
2086	0.70653501	0.40028157
2087	0.7065211873	0.4002768285
2088	0.706528694	0.4002697926
2089	0.7065453485	0.4002650511
2090	0.7065544491	0.400258933
2091	0.7065644402	0.400255071
2092	0.7065494753	0.4002540768
2093	0.7065992635	0.4002471557
2094	0.7066133701	0.4002441349
2095	0.7066276935	0.4002391257
2096	0.7066231905	0.4002351489
2097	0.7066364431	0.4002317457
2098	0.7066162046	0.40022601
2099	0.7066014096	0.4002245188
2100	0.7066000987	0.4002201596
2101	0.7065912646	0.4002174065
2102	0.706611044	0.4002126649
2103	0.706650179	0.4002033349
2104	0.7066849638	0.4001965285
2105	0.7067001771	0.4001928959
2106	0.7067092409	0.4001862424
2107	0.7066659004	0.4001798184
2108	0.7066706364	0.4001746945
2109	0.7066859965	0.4001648291
2110	0.7066873282	0.4001630701
2111	0.7066675896	0.4001574109
2112	0.7066234337	0.4001509104
2113	0.7066427419	0.4001434158
2114	0.7066553163	0.4001356152
2115	0.7066553445	0.4001334356
2116	0.7066653564	0.4001316767
2117	0.7066568653	0.4001298412
2118	0.7066471045	0.4001255586
2119	0.706661598	0.4001227672
2120	0.7066513818	0.4001190581
2121	0.7066295512	0.4001146607
2122	0.7066620997	0.4001094221
2123	0.7066563535	0.4001077396
2124	0.7066796189	0.4001054453
2125	0.7066699855	0.4000991743
2126	0.7067105276	0.400095274
2127	0.7067056509	0.4000915649
2128	0.7066909531	0.4000890794
2129	0.7067401381	0.400084988
2130	0.7067313075	0.4000838026
2131	0.7067355441	0.4000828849
2132	0.7067307931	0.4000774168
2133	0.7067422834	0.4000734018
2134	0.7067122637	0.4000690809
2135	0.706689095	0.4000654101
2136	0.7066804254	0.4000633452
2137	0.7066977702	0.4000592155
2138	0.7067109164	0.4000502296
2139	0.7067014368	0.4000462528
2140	0.7067083229	0.4000434232
2141	0.7067224882	0.4000425055
2142	0.7067272362	0.4000392552
2143	0.7067470152	0.4000267514
2144	0.7067470152	0.400019945
2145	0.70674663	0.4000135592
2146	0.706762172	0.400012565
2147	0.7067666913	0.4000117238
2148	0.7067771227	0.4000060646
2149	0.7067968884	0.4000042674
2150	0.7067810959	0.4000002141
2151	0.7067671543	0.3999949373
2152	0.7068116115	0.3999908458
2153	0.7068215367	0.3999862572
2154	0.7068452731	0.3999805215
2155	0.7068496049	0.3999762006
2156	0.7068805527	0.3999723386
2157	0.7068836224	0.3999656087
2158	0.7069077927	0.3999627408
2159	0.7068569859	0.3999553991
2160	0.7068414842	0.3999521106
2161	0.7068845556	0.3999484398
2162	0.7068487288	0.3999423217
2163	0.7068198795	0.3999387273
2164	0.7068359554	0.3999363565
2165	0.7068570114	0.3999318444
2166	0.7068559757	0.399930812
2167	0.70688161	0.399925191
2168	0.7068762464	0.3999248469
2169	0.7068704202	0.3999196082
2170	0.7068644918	0.3999126107
2171	0.7068938556	0.3999071044
2172	0.7068684819	0.3999012157
2173	0.7068854534	0.3998956712
2174	0.7068944294	0.3998921151
2175	0.7069294865	0.3998841233
2176	0.7069362817	0.3998806436
2177	0.7069564976	0.3998771257
2178	0.7069774166	0.3998735314
2179	0.7069334677	0.3998662661
2180	0.7069236833	0.3998644689
2181	0.706982331	0.399858542
2182	0.7069208462	0.39985468
2183	0.7069602856	0.3998505503
2184	0.7069551226	0.3998487148
2185	0.7069403328	0.3998452734
2186	0.7069594932	0.3998422526
2187	0.7069738756	0.3998403407
2188	0.706973793	0.3998370905
2189	0.7069740002	0.3998330372
2190	0.706987634	0.3998310106
2191	0.7070234782	0.3998263838
2192	0.7070246414	0.39982256
2193	0.7070145549	0.399820801
2194	0.7070083351	0.3998182391
2195	0.706994228	0.3998143388
2196	0.7069904192	0.3998112415
2197	0.7070210993	0.3998042822
2198	0.7069962527	0.3998017202
2199	0.7070121104	0.3997964816
2200	0.7070127336	0.3997923901
2201	0.707041361	0.3997852778
2202	0.7070028929	0.3997804981
2203	0.7070282031	0.3997759095
2204	0.7070323149	0.3997705179
2205	0.7070272336	0.399770365
2206	0.7070257913	0.3997652793
2207	0.7070673899	0.3997619144
2208	0.7070732394	0.3997610731
2209	0.7070735842	0.3997552227
2210	0.70707923	0.3997538461
2211	0.7070380258	0.3997517048
2212	0.7070543801	0.3997462368
2213	0.7070716639	0.3997438278
2214	0.7070778429	0.399742107
2215	0.7070675861	0.3997387421
2216	0.7070469135	0.399732777
2217	0.7070518946	0.3997303297
2218	0.7070436896	0.3997232174
2219	0.7070411738	0.3997152257
2220	0.7070354995	0.3997104077
2221	0.7070206608	0.3997047484
2222	0.7070202433	0.3997027983
2223	0.7070168375	0.3996977126
2224	0.70702041	0.3996946918
2225	0.7070532555	0.3996899121
2226	0.7070391441	0.3996852853
2227	0.7070578596	0.3996841763
2228	0.7070973805	0.3996826086
2229	0.7070898112	0.399674005
2230	0.707079596	0.3996683075
2231	0.7070984186	0.399662763
2232	0.7070966094	0.3996586715
2233	0.7070991342	0.3996534329
2234	0.7070729025	0.3996457853
2235	0.7070888926	0.3996415791
2236	0.7070855255	0.399638673
2237	0.7071096155	0.3996364552
2238	0.7070713214	0.3996315225
2239	0.7070770431	0.3996302989
2240	0.7070669044	0.3996257103
2241	0.7070565507	0.3996221159
2242	0.7070758872	0.3996189804
2243	0.7070923706	0.3996152331
2244	0.7071068699	0.3996106445
2245	0.707132587	0.3996070884
2246	0.7071357478	0.3996026527
2247	0.7071556652	0.3995948904
2248	0.7071729563	0.3995891165
2249	0.7071640162	0.3995873575
2250	0.7071585873	0.3995818512
2251	0.7071683253	0.3995783716
2252	0.7071774564	0.3995734006
2253	0.7071961881	0.3995661354
2254	0.7072267968	0.3995625028
2255	0.7072258034	0.3995554669
2256	0.7072087454	0.3995524079
2257	0.7072393099	0.3995499989
2258	0.707253801	0.3995463663
2259	0.7072509044	0.3995433072
2260	0.707256096	0.3995404011
2261	0.7072419753	0.3995373421
2262	0.7072737814	0.399534283
2263	0.7072805018	0.399531377
2264	0.7073023449	0.3995239588
2265	0.7073013736	0.3995189113
2266	0.7073087423	0.3995108431
2267	0.7072917961	0.3995048015
2268	0.7072916652	0.3994997923
2269	0.7073557703	0.3994938271
2270	0.7073017418	0.3994885503
2271	0.7073082799	0.399485606
2272	0.707320267	0.3994817822
2273	0.7073109576	0.3994779583
2274	0.7073153665	0.39946859
2275	0.7073258111	0.3994670987
2276	0.7073144807	0.3994638103
2277	0.7073082741	0.3994625866
2278	0.7073180693	0.3994575774
2279	0.7073125439	0.3994537919
2280	0.7073173808	0.3994532565
2281	0.7073083414	0.3994526447
2282	0.7073339419	0.3994468325
2283	0.7073748166	0.3994443471
2284	0.7073601314	0.3994390702
2285	0.7073878904	0.3994368142
2286	0.7073639979	0.3994331815
2287	0.7073390609	0.399430199
2288	0.7073729323	0.3994246545
2289	0.7073955451	0.3994206012
2290	0.7073613468	0.3994186128
2291	0.7073964374	0.3994167009
2292	0.7073681047	0.3994124947
2293	0.7073863825	0.3994078297
2294	0.7073987086	0.3994009851
2295	0.7074044602	0.3993989967
2296	0.7074103246	0.3993954788
2297	0.7074184215	0.3993909285
2298	0.7074313074	0.3993859193
2299	0.707445351	0.3993820572
2300	0.7074788447	0.3993790747
2301	0.707480112	0.3993760921
2302	0.7074686484	0.399369171
2303	0.7074598616	0.3993659972
2304	0.7074474837	0.399361944
2305	0.7074560531	0.3993589997
2306	0.7074352552	0.3993559406
2307	0.7073862033	0.399351505
2308	0.7074330907	0.3993446221
2309	0.7073768017	0.3993373951
2310	0.707369549	0.3993326154
2311	0.7073788672	0.3993277591
2312	0.7073862443	0.3993238971
2313	0.707388121	0.3993201115
2314	0.7074121245	0.3993187349
2315	0.7074212225	0.3993127316
2316	0.7074634283	0.3993069576
2317	0.7074381438	0.3993040898
2318	0.7074510602	0.399298354
2319	0.7074515097	0.3992939184
2320	0.7074594032	0.3992895593
2321	0.7074652374	0.3992884121
2322	0.7074534013	0.3992841295
2323	0.7074525722	0.399280038
2324	0.7074728673	0.3992769025
2325	0.707467755	0.3992726581
2326	0.7074755515	0.3992699814
2327	0.7074599822	0.3992675724
2328	0.7074193417	0.399264934
2329	0.7074770894	0.3992600395
2330	0.7074692875	0.3992587776
2331	0.707440632	0.3992530037
2332	0.707404702	0.3992463503
2333	0.70742966	0.3992425264
2334	0.707442556	0.3992398498
2335	0.7074458411	0.399235873
2336	0.7074299022	0.3992275371
2337	0.7074349839	0.3992246693
2338	0.7074408039	0.3992197748
2339	0.7074271531	0.399217404
2340	0.7074307368	0.3992157598
2341	0.7074411058	0.3992114771
2342	0.7074607939	0.3992089152
2343	0.7074605115	0.3992081122
2344	0.7074368544	0.3992062767
2345	0.707458903	0.3992012293
2346	0.7074684899	0.3991988203
2347	0.7075117898	0.3991956465
2348	0.7075450368	0.3991914021
2349	0.707526132	0.3991891461
2350	0.7075274613	0.3991875783
2351	0.7075069138	0.3991833721
2352	0.7075115398	0.3991814985
2353	0.7075388334	0.3991733155
2354	0.7075590459	0.399168574
2355	0.7075536814	0.3991683828
2356	0.7075373519	0.3991647502
2357	0.707557212	0.3991631442
2358	0.7075670921	0.3991616911
2359	0.7075795394	0.3991580585
2360	0.7075775653	0.3991504874
2361	0.7076234631	0.3991454782
2362	0.7076260088	0.3991444075
2363	0.7076354674	0.3991377923
2364	0.707621706	0.3991357275
2365	0.7076323537	0.399133242
2366	0.707645679	0.3991294564
2367	0.7076525601	0.399127621
2368	0.707653198	0.3991241796
2369	0.7076094081	0.3991161113
2370	0.707634449	0.3991128993
2371	0.7076258206	0.399109955
2372	0.707635747	0.3991068959
2373	0.7076342213	0.3991034928
2374	0.7076495846	0.3990987512
2375	0.7077032769	0.3990933214
2376	0.7076869229	0.3990861327
2377	0.7077255294	0.3990837237
2378	0.7077159937	0.3990772997
2379	0.7077250047	0.3990725581
2380	0.7077358421	0.3990689255
2381	0.7077173841	0.3990663636
2382	0.7077566037	0.3990628839
2383	0.7077720488	0.399060169
2384	0.7078013808	0.3990546627
2385	0.7077869485	0.3990531332
2386	0.707772545	0.3990463651
2387	0.7077930473	0.3990437266
2388	0.7078155497	0.3990405146
2389	0.7078102668	0.3990384115
2390	0.7078120951	0.3990345495
2391	0.7077923162	0.3990263665
2392	0.7077829214	0.3990238046
2393	0.7078069092	0.3990227339
2394	0.7078355816	0.3990175718
2395	0.7078268088	0.3990126773
2396	0.7078313287	0.3990108801
2397	0.7078149586	0.3990077064
2398	0.7078016459	0.3990055268
2399	0.7078179598	0.3989996381
2400	0.7078177734	0.3989985674
2401	0.7078137264	0.398996732
2402	0.7078189665	0.398992067
2403	0.7078151329	0.3989896962
2404	0.7078308608	0.3989874019
2405	0.7078258888	0.3989832722
2406	0.7078078097	0.3989813985
2407	0.7078090288	0.398975854
2408	0.7078230286	0.3989704625
2409	0.7078464555	0.3989685506
2410	0.7078075679	0.3989644973
2411	0.7078223423	0.3989642679
2412	0.7078235179	0.3989600235
2413	0.7078667187	0.3989539054
2414	0.7078444021	0.3989519552
2415	0.707845388	0.3989487432
2416	0.7078547222	0.3989461048
2417	0.7078501096	0.3989441929
2418	0.707857554	0.3989420133
2419	0.7078797447	0.3989392984
2420	0.7078834046	0.3989385337
2421	0.707893288	0.39893731
2422	0.7079003958	0.3989345187
2423	0.707924335	0.3989316508
2424	0.7078656364	0.3989253033
2425	0.7078954076	0.3989218618
2426	0.7078716418	0.3989206765
2427	0.7078946761	0.3989167379
2428	0.7079037436	0.3989101228
2429	0.7079064813	0.3989066431
2430	0.7079357338	0.3989001809
2431	0.7079216938	0.3988985749
2432	0.7078848699	0.3988914626
2433	0.7078854506	0.3988866446
2434	0.7079055088	0.3988830884
2435	0.7079290562	0.3988776586
2436	0.7079351684	0.3988738348
2437	0.7079150139	0.3988706993
2438	0.7079102149	0.3988691698
2439	0.7079345297	0.3988646194
2440	0.7079238046	0.3988632429
2441	0.7079271971	0.398857966
2442	0.7079338155	0.3988544481
2443	0.7079577357	0.3988479094
2444	0.707953592	0.3988461504
2445	0.7079663149	0.398840453
2446	0.7079472053	0.3988319259
2447	0.7079229101	0.3988244312
2448	0.70793533	0.3988200338
2449	0.7079277151	0.3988151011
2450	0.7079243829	0.3988111626
2451	0.7079155491	0.3988089448
2452	0.7079147052	0.3988036679
2453	0.7078898061	0.3987996529
2454	0.7079157892	0.3987978557
2455	0.7079143813	0.3987920053
2456	0.7079434366	0.398782484
2457	0.7079242351	0.3987793867
2458	0.7079275041	0.3987756394
2459	0.7079420286	0.3987706302
2460	0.7079817468	0.3987651239
2461	0.7079776152	0.3987612236
2462	0.7079628403	0.3987584323
2463	0.7079644948	0.3987498669
2464	0.7079655401	0.3987449725
2465	0.7079690437	0.3987404986
2466	0.7079967398	0.3987377072
2467	0.708024872	0.3987361012
2468	0.7080244969	0.3987311303
2469	0.7080103951	0.3987284154
2470	0.7080100355	0.3987265035
2471	0.7080200861	0.3987214178
2472	0.708011877	0.3987163704
2473	0.708002696	0.3987122789
2474	0.7080660423	0.3987089522
2475	0.7080268759	0.3987057784
2476	0.7080445927	0.3987011134
2477	0.7081086249	0.3986954541
2478	0.7080944882	0.3986940011
2479	0.7080930362	0.3986899096
2480	0.7081168669	0.3986881889
2481	0.7081171519	0.3986849387
2482	0.7081308487	0.3986789353
2483	0.7081418539	0.3986772146
2484	0.7081528896	0.3986736584
2485	0.7081462025	0.3986704847
2486	0.7081504259	0.3986649784
2487	0.7081635967	0.3986594721
2488	0.7081619428	0.3986514803
2489	0.7081477743	0.3986507538
2490	0.7081482309	0.3986478477
2491	0.70814097	0.3986456681
2492	0.7081437242	0.3986409649
2493	0.7081276992	0.3986367587
2494	0.7081373289	0.3986358792
2495	0.708146757	0.3986325907
2496	0.7081229432	0.3986281169
2497	0.7081417691	0.3986228018
2498	0.7081550614	0.3986172955
2499	0.7081841479	0.3986163395
2500	0.7081804721	0.3986139305
2501	0.7081462632	0.3986081183
2502	0.708150759	0.3986018091
2503	0.7082049308	0.3985943144
2504	0.7082548039	0.3985869344
2505	0.7082843546	0.3985832636
2506	0.7082784316	0.3985815046
2507	0.7082640292	0.3985807016
2508	0.7082950762	0.3985777191
2509	0.7082940461	0.3985749277
2510	0.7083323548	0.3985703009
2511	0.7083030827	0.3985640298
2512	0.7082931513	0.3985589059
2513	0.7083130884	0.398557147
2514	0.7083180754	0.3985545468
2515	0.7083118715	0.3985498435
2516	0.7083183546	0.3985462874
2517	0.708307009	0.3985420429
2518	0.7082745471	0.3985351601
2519	0.7082950737	0.3985325599
2520	0.7082903518	0.398529042
2521	0.7082904767	0.398525027
2522	0.7083059057	0.3985228092
2523	0.7083207547	0.3985196354
2524	0.7082966617	0.3985166146
2525	0.7082888993	0.3985123702
2526	0.7082873567	0.3985078963
2527	0.7083092739	0.3985012811
2528	0.7083192469	0.3984965778
2529	0.7083231903	0.3984906892
2530	0.7083386221	0.3984858329
2531	0.7083590515	0.3984839975
2532	0.7083536559	0.3984811679
2533	0.7083491356	0.3984805943
2534	0.708350349	0.3984782618
2535	0.7083286052	0.3984769235
2536	0.7083098606	0.3984695818
2537	0.7083434474	0.3984683581
2538	0.7083363285	0.3984639225
2539	0.7083408488	0.398460634
2540	0.7083558886	0.3984577662
2541	0.7083654099	0.398455816
2542	0.7083655997	0.3984529864
2543	0.708363422	0.3984508451
2544	0.7083404478	0.3984493156
2545	0.7083534428	0.398444574
2546	0.7083766973	0.3984409797
2547	0.7083756686	0.3984359322
2548	0.708400281	0.3984307701
2549	0.7083658167	0.3984229695
2550	0.7083841937	0.3984211723
2551	0.7083894643	0.3984181515
