iter	TotalF1	Logloss
1722	0.7402170197	0.5226444959
1723	0.7402078643	0.5226359486
1724	0.7402334443	0.5226292438
1725	0.740268017	0.5226203382
1726	0.7402522915	0.5226095389
1727	0.7402597233	0.5225997633
1728	0.7402135719	0.5225868144
1729	0.7402061401	0.5225768851
1730	0.7402159945	0.5225694126
1731	0.740229996	0.5225557472
1732	0.7402414101	0.5225452038
1733	0.7402827171	0.5225370659
1734	0.740319014	0.5225290816
1735	0.7403625789	0.5225172075
1736	0.7403089953	0.5225092743
1737	0.7403535866	0.5224991916
1738	0.7403890213	0.5224886994
1739	0.7404014618	0.5224777977
1740	0.7403940301	0.5224698646
1741	0.7403971514	0.5224614196
1742	0.7403897195	0.5224517975
1743	0.7403930042	0.522443762
1744	0.7404177224	0.5224349076
1745	0.7404153	0.52242375
1746	0.7404087303	0.5224162775
1747	0.7404137394	0.5224077814
1748	0.7404153	0.5223984152
1749	0.7404605892	0.5223852103
1750	0.7404794354	0.5223733362
1751	0.7404811603	0.5223618716
1752	0.7405067406	0.5223522494
1753	0.7405183194	0.5223417572
1754	0.7405504692	0.5223319816
1755	0.7405463223	0.5223243043
1756	0.7405751872	0.5223108436
1757	0.7406253221	0.5222952844
1758	0.7405924736	0.522285867
1759	0.7406147685	0.5222756819
1760	0.7406114836	0.522264166
1761	0.7406088979	0.5222486069
1762	0.740633616	0.5222389847
1763	0.7406237614	0.5222285949
1764	0.7406296317	0.5222174885
1765	0.7405976434	0.5222085317
1766	0.7406067971	0.522197323
1767	0.7406297926	0.5221869331
1768	0.7406396477	0.5221743425
1769	0.7405845032	0.5221637479
1770	0.740605936	0.522155047
1771	0.7406626428	0.5221450666
1772	0.7406792282	0.5221353422
1773	0.7406866595	0.5221260271
1774	0.7406750819	0.522115279
1775	0.7406586566	0.5221070388
1776	0.7407080922	0.5220970584
1777	0.7407346891	0.5220838024
1778	0.7407305434	0.5220737196
1779	0.7407222519	0.5220597982
1780	0.7407544005	0.5220482312
1781	0.7407485332	0.5220401445
1782	0.7407511153	0.5220320067
1783	0.7407824033	0.5220214633
1784	0.7407882697	0.5220082073
1785	0.7407801341	0.5219994552
1786	0.7407742684	0.5219887583
1787	0.7407932754	0.5219771401
1788	0.7408048515	0.5219668526
1789	0.7407925698	0.5219541084
1790	0.740760267	0.5219444863
1791	0.7407594066	0.5219368602
1792	0.740755261	0.5219296436
1793	0.740768558	0.5219212499
1794	0.7407884246	0.5219109112
1795	0.7407638604	0.521903234
1796	0.7407901441	0.5218921276
1797	0.7407811473	0.5218823519
1798	0.7408198658	0.5218735487
1799	0.7408380121	0.5218638242
1800	0.7408480198	0.5218517454
1801	0.7408455931	0.5218439146
1802	0.7407854433	0.5218324499
1803	0.7408257292	0.5218197057
1804	0.7408421569	0.5218086505
1805	0.7408701596	0.5218001032
1806	0.7408651554	0.5217872566
1807	0.740926165	0.5217764062
1808	0.7409171675	0.5217688825
1809	0.7409130228	0.5217610517
1810	0.7409088781	0.5217500989
1811	0.7409048841	0.521740835
1812	0.7409453199	0.5217314688
1813	0.7409147409	0.5217235868
1814	0.7409558859	0.5217136576
1815	0.7409401663	0.5217045473
1816	0.740938599	0.5216957441
1817	0.7409475966	0.5216871456
1818	0.7409270241	0.5216783935
1819	0.7409418846	0.5216696927
1820	0.7409954633	0.5216603777
1821	0.7409821704	0.521652291
1822	0.7409673097	0.5216419011
1823	0.7409813111	0.5216302317
1824	0.7409771662	0.5216212238
1825	0.7410134586	0.5216143143
1826	0.741064611	0.5216043851
1827	0.7410464651	0.5215936369
1828	0.7410416117	0.5215845778
1829	0.7410564718	0.5215739832
1830	0.7410663288	0.5215638493
1831	0.7410704731	0.5215516681
1832	0.7410606161	0.5215427113
1833	0.7410499005	0.5215334475
1834	0.7410457561	0.5215246443
1835	0.741058189	0.5215136402
1836	0.7410730487	0.5215047346
1837	0.7411224825	0.5214927582
1838	0.7411124771	0.521483955
1839	0.74111005	0.5214734627
1840	0.7411067643	0.521462817
1841	0.7411166214	0.5214543209
1842	0.74111748	0.5214445964
1843	0.7411043371	0.521437175
1844	0.7411494779	0.5214249938
1845	0.741181625	0.5214129662
1846	0.7411849107	0.5214056984
1847	0.7412021976	0.5213942849
1848	0.7412096277	0.5213865565
1849	0.7412080593	0.5213789305
1850	0.7412303489	0.5213699225
1851	0.7412294905	0.5213633201
1852	0.7412369204	0.5213558476
1853	0.7412509217	0.5213462767
1854	0.7412856429	0.521335375
1855	0.7412987861	0.5213286702
1856	0.7412906446	0.5213199182
1857	0.7412849306	0.5213113709
1858	0.7412899317	0.521300981
1859	0.7412766433	0.5212885951
1860	0.7412857882	0.5212815832
1861	0.7413129332	0.521269965
1862	0.741331078	0.5212612642
1863	0.7413119293	0.5212492365
1864	0.7413145035	0.5212397679
1865	0.7412930725	0.5212312206
1866	0.741297928	0.5212228268
1867	0.7413606511	0.5212118228
1868	0.7413755101	0.5212027637
1869	0.7414002268	0.5211929368
1870	0.7414365162	0.5211858226
1871	0.7414035125	0.5211752792
1872	0.7413952252	0.5211646846
1873	0.7414199419	0.5211501491
1874	0.7414026548	0.5211407317
1875	0.7413877956	0.5211311607
1876	0.7413837972	0.5211227158
1877	0.7413862255	0.5211174953
1878	0.7414133702	0.521107822
1879	0.7414133702	0.5210972786
1880	0.7414157982	0.5210872982
1881	0.7414273715	0.5210780343
1882	0.7414315151	0.5210692311
1883	0.7414430881	0.521061605
1884	0.7414563757	0.5210526995
1885	0.7414745202	0.5210422073
1886	0.7414390885	0.5210324316
1887	0.7414390885	0.5210254709
1888	0.7414596618	0.5210172818
1889	0.7414522325	0.5210098605
1890	0.7414183715	0.520999573
1891	0.7414505175	0.5209912305
1892	0.7414193723	0.5209791516
1893	0.7414027994	0.5209710138
1894	0.7414316592	0.5209634389
1895	0.7414423745	0.5209566317
1896	0.7414349452	0.5209491081
1897	0.7414176579	0.5209412773
1898	0.7414663761	0.5209315528
1899	0.74145809	0.5209193204
1900	0.74146309	0.5209124621
1901	0.7415462404	0.52090284
1902	0.7415512402	0.5208909659
1903	0.7415486695	0.5208802689
1904	0.7415569556	0.520870698
1905	0.741533953	0.5208596428
1906	0.7415545264	0.5208499695
1907	0.741585815	0.5208407568
1908	0.7416063884	0.5208338985
1909	0.7416212465	0.5208277055
1910	0.7416236758	0.5208169062
1911	0.7416088176	0.5208082565
1912	0.7416311048	0.5208004257
1913	0.7415948164	0.5207909572
1914	0.741576672	0.5207840988
1915	0.7415873872	0.5207735043
1916	0.7416112467	0.5207659294
1917	0.7415659568	0.5207555907
1918	0.7415585277	0.5207452009
1919	0.7415808151	0.5207378307
1920	0.7416153898	0.5207287204
1921	0.7415956733	0.5207175629
1922	0.7415915303	0.5207094762
1923	0.741630248	0.5206987792
1924	0.7416401062	0.5206892083
1925	0.7416252479	0.5206826571
1926	0.7416186758	0.5206735979
1927	0.7416219619	0.5206620309
1928	0.7416335341	0.5206528694
1929	0.7416459628	0.5206434008
1930	0.7416896797	0.520635263
1931	0.7416648226	0.5206233377
1932	0.7416409631	0.5206136644
1933	0.7416195328	0.5206066013
1934	0.7416573935	0.5206003572
1935	0.741693682	0.5205926288
1936	0.741685396	0.5205835185
1937	0.7416961112	0.5205758924
1938	0.7417554023	0.5205678057
1939	0.7417225413	0.5205570576
1940	0.741681253	0.5205491245
1941	0.7417182564	0.5205400654
1942	0.7417248284	0.5205314157
1943	0.7417256857	0.52051601
1944	0.741746259	0.5205059273
1945	0.7417355437	0.5204942579
1946	0.7417405441	0.5204844822
1947	0.7417455441	0.5204764467
1948	0.7417471161	0.5204677459
1949	0.7417875479	0.5204590962
1950	0.7417595453	0.5204523402
1951	0.7417768327	0.5204417457
1952	0.7417842618	0.5204313558
1953	0.7417611174	0.5204211707
1954	0.7417776896	0.520409706
1955	0.7417661175	0.5203996233
1956	0.7418246929	0.520389694
1957	0.7418824108	0.5203805837
1958	0.7418592676	0.5203719852
1959	0.7418708393	0.5203654852
1960	0.7418741255	0.5203563749
1961	0.7418609808	0.5203496189
1962	0.7418115482	0.5203417881
1963	0.7418741255	0.5203327802
1964	0.7418798412	0.5203194218
1965	0.7418699827	0.520312717
1966	0.7419045575	0.5203049886
1967	0.7419194154	0.5202980791
1968	0.7419408455	0.5202899924
1969	0.7419375593	0.5202797561
1970	0.7419589894	0.5202733073
1971	0.7419607021	0.52026476
1972	0.7419985633	0.5202543189
1973	0.7419961332	0.5202473071
1974	0.7420159888	0.5202403464
1975	0.7420324204	0.5202329251
1976	0.7420481335	0.5202236612
1977	0.7420794222	0.5202128107
1978	0.7420612788	0.5202049799
1979	0.7420901371	0.5201979681
1980	0.7420711378	0.5201905468
1981	0.7420942792	0.5201819483
1982	0.7420877064	0.5201745269
1983	0.742080278	0.5201671056
1984	0.7420737052	0.5201564599
1985	0.7420778473	0.520142129
1986	0.7420621347	0.5201288218
1987	0.7420564176	0.5201197115
1988	0.7420662768	0.5201109083
1989	0.7420481335	0.5201022074
1990	0.7420258478	0.5200904357
1991	0.7420291341	0.5200813254
1992	0.7420324204	0.5200715497
1993	0.7420538502	0.5200631048
1994	0.7420827086	0.5200538409
1995	0.7420431353	0.5200478015
1996	0.7420827086	0.5200382817
1997	0.7420695632	0.5200311675
1998	0.7420934234	0.5200213406
1999	0.7421511397	0.5200129469
