iter	Passed	Remaining
1456	39513	14725
1457	39540	14698
1458	39568	14672
1459	39597	14645
1460	39625	14618
1461	39652	14591
1462	39679	14564
1463	39731	14546
1464	39755	14518
1465	39781	14490
1466	39808	14463
1467	39832	14435
1468	39858	14407
1469	39885	14380
1470	39911	14353
1471	39938	14325
1472	39963	14297
1473	39989	14270
1474	40014	14242
1475	40039	14214
1476	40064	14186
1477	40091	14159
1478	40116	14131
1479	40142	14104
1480	40167	14076
1481	40193	14048
1482	40218	14020
1483	40247	13994
1484	40272	13966
1485	40298	13939
1486	40324	13911
1487	40351	13884
1488	40378	13857
1489	40403	13829
1490	40428	13801
1491	40453	13773
1492	40479	13746
1493	40507	13719
1494	40532	13691
1495	40559	13664
1496	40587	13637
1497	40614	13610
1498	40641	13583
1499	40667	13555
1500	40693	13528
1501	40720	13501
1502	40749	13474
1503	40774	13446
1504	40799	13419
1505	40825	13391
1506	40852	13364
1507	40876	13336
1508	40901	13308
1509	40927	13281
1510	40954	13253
1511	40978	13226
1512	41004	13198
1513	41031	13171
1514	41056	13143
1515	41080	13115
1516	41107	13088
1517	41137	13061
1518	41179	13039
1519	41203	13011
1520	41230	12984
1521	41256	12956
1522	41283	12929
1523	41310	12902
1524	41336	12875
1525	41365	12848
1526	41392	12821
1527	41417	12793
1528	41443	12766
1529	41470	12739
1530	41496	12711
1531	41521	12683
1532	41547	12656
1533	41573	12629
1534	41598	12601
1535	41624	12574
1536	41650	12546
1537	41676	12519
1538	41706	12492
1539	41734	12466
1540	41760	12438
1541	41787	12411
1542	41815	12384
1543	41841	12357
1544	41868	12330
1545	41893	12302
1546	41918	12274
1547	41943	12247
1548	41970	12219
1549	41996	12192
1550	42022	12165
1551	42048	12137
1552	42074	12110
1553	42101	12083
1554	42129	12056
1555	42153	12028
1556	42178	12000
1557	42203	11973
1558	42228	11945
1559	42254	11917
1560	42280	11890
1561	42307	11863
1562	42333	11836
1563	42360	11809
1564	42388	11782
1565	42416	11755
1566	42461	11733
1567	42489	11706
1568	42515	11678
1569	42542	11651
1570	42571	11625
1571	42598	11597
1572	42625	11571
1573	42651	11543
1574	42677	11516
1575	42706	11489
1576	42732	11462
1577	42758	11434
1578	42785	11407
1579	42810	11380
1580	42837	11352
1581	42863	11325
1582	42890	11298
1583	42916	11270
1584	42941	11243
1585	42969	11216
1586	42998	11189
1587	43026	11163
1588	43052	11135
1589	43079	11108
1590	43104	11080
1591	43131	11053
1592	43157	11026
1593	43182	10998
1594	43208	10971
1595	43235	10944
1596	43263	10917
1597	43288	10889
1598	43315	10862
1599	43340	10835
1600	43367	10807
1601	43393	10780
1602	43419	10753
1603	43445	10725
1604	43472	10698
1605	43499	10671
1606	43526	10644
1607	43554	10617
1608	43581	10590
1609	43608	10563
1610	43637	10536
1611	43665	10510
1612	43693	10483
1613	43722	10456
1614	43750	10429
1615	43777	10402
1616	43803	10375
1617	43832	10348
1618	43860	10321
1619	43887	10294
1620	43916	10267
1621	43966	10246
1622	43993	10219
1623	44019	10191
1624	44045	10164
1625	44072	10137
1626	44097	10109
1627	44125	10082
1628	44152	10055
1629	44177	10028
1630	44203	10000
1631	44229	9973
1632	44254	9945
1633	44281	9918
1634	44309	9891
1635	44333	9863
1636	44360	9836
1637	44388	9809
1638	44413	9782
1639	44437	9754
1640	44463	9727
1641	44488	9699
1642	44513	9672
1643	44539	9644
1644	44564	9617
1645	44591	9590
1646	44618	9563
1647	44644	9535
1648	44672	9508
1649	44699	9481
1650	44726	9454
1651	44752	9427
1652	44781	9400
1653	44806	9373
1654	44833	9345
1655	44863	9319
1656	44892	9292
1657	44921	9266
1658	44951	9239
1659	44984	9213
1660	45013	9186
1661	45039	9159
1662	45063	9131
1663	45089	9104
1664	45115	9077
